entry_idx,exit_idx,direction,entry,exit,stop,target,size,pnl,win,result,mae,adx_at_entry,atr_at_entry,fractal_bar,fractal_label,timestamp,entry_ts,frk_kind,h1,h3,h6,adx_fr
13310,13343,short,1.24434,1.24008,1.2486,1.24008,232748.24969000768,968.2327187104158,True,TP,0.0001500000000000945,56.79963119060516,0.0007158319483042155,13308,H,2025-02-06 12:00:00+00:00,2025-02-06 09:15:00+00:00,H,8.00000000000134,23.766666666668414,16.883333333333656,58.90778022681366
13348,13392,short,1.23823,1.24247,1.24237,1.23409,241833.30214166976,-1049.556531294852,False,SL,0.004809999999999981,44.07214707981374,0.00123919455369439,13346,H,2025-02-06 16:05:00+00:00,2025-02-06 12:25:00+00:00,H,34.70000000000084,40.23333333333416,30.516666666667486,43.384672165799394
13443,13649,short,1.24367,1.2471999999999999,1.2470999999999999,1.2402400000000002,288832.15905353456,-1048.460737364276,False,SL,0.005509999999999904,23.84690308343918,0.0005413625694567669,13441,H,2025-02-07 13:30:00+00:00,2025-02-06 20:20:00+00:00,H,8.999999999999009,17.933333333332396,16.399999999999377,24.670619681617
13679,14559,short,1.24022,1.2484,1.2483,1.2321400000000002,121313.08145791409,-1004.4723144715109,False,SL,0.008139999999999814,29.668788482559133,0.001651172935482523,13677,H,2025-02-12 17:55:00+00:00,2025-02-07 16:00:00+00:00,H,18.599999999999728,32.833333333332305,47.31666666666578,26.207303026981243
14581,14676,short,1.2445,1.2481,1.248,1.2409999999999999,277189.9928671995,-1025.6029736086512,False,SL,0.0035000000000000586,19.134055224791915,0.000696414880317692,14579,H,2025-02-13 03:40:00+00:00,2025-02-12 19:45:00+00:00,H,12.000000000000899,25.499999999999776,33.41666666666613,20.929341457324416
14725,14735,short,1.25131,1.24796,1.2546599999999999,1.24796,286539.9836713845,931.2549469319894,True,TP,0.000140000000000029,35.007569846463184,0.0007034517774295972,14723,H,2025-02-13 08:35:00+00:00,2025-02-13 07:45:00+00:00,H,21.599999999999397,25.53333333333333,18.466666666667,35.10546699365386
14745,14817,short,1.24821,1.2518299999999998,1.2517299999999998,1.2446900000000003,275347.01555923803,-1024.2908978802925,False,SL,0.0037199999999999456,28.457803697713793,0.0007097777079396392,14743,H,2025-02-13 15:25:00+00:00,2025-02-13 09:25:00+00:00,H,15.999999999998238,21.633333333332946,18.666666666666462,29.903210162693206
14922,15034,short,1.25588,1.2596999999999998,1.2595999999999998,1.2521600000000004,257789.94241659035,-1010.53657427296,False,SL,0.0037199999999999456,16.06444736195774,0.0005875453509169948,14920,H,2025-02-14 09:30:00+00:00,2025-02-14 00:10:00+00:00,H,12.699999999998823,14.366666666665305,16.866666666665772,15.481551897861461
15110,15920,short,1.2613,1.2575400000000003,1.2650599999999999,1.2575400000000003,252359.89894866353,923.6372301520488,True,TP,0.0025999999999999357,20.625096518408355,0.0007711313036246147,15108,H,2025-02-19 11:50:00+00:00,2025-02-14 15:50:00+00:00,H,19.599999999999618,29.79999999999983,22.766666666666307,23.51867282052471
15923,16168,short,1.25814,1.2616999999999998,1.2615999999999998,1.2546800000000002,276910.2868059226,-1013.4916497096173,False,SL,0.0034600000000000186,36.03788534757039,0.0006341712431006553,15921,H,2025-02-20 08:30:00+00:00,2025-02-19 12:05:00+00:00,H,11.999999999998678,15.06666666666545,15.216666666666065,35.73622323890012
16180,16259,short,1.26074,1.2645799999999998,1.2644799999999998,1.2570000000000001,253469.16466614345,-998.6685087845656,False,SL,0.0039599999999999635,31.781545826639224,0.0005476761460995734,16178,H,2025-02-20 16:05:00+00:00,2025-02-20 09:30:00+00:00,H,10.799999999999699,16.600000000000687,16.416666666667265,34.08568479705674
16371,16810,short,1.26558,1.26195,1.26921,1.26195,258398.89552713174,912.1481012107807,True,TP,0.0034600000000000186,33.12960031371864,0.00043955998390939716,16369,H,2025-02-24 14:40:00+00:00,2025-02-21 01:25:00+00:00,H,8.099999999999774,15.033333333333381,13.049999999999637,33.292801357057165
16819,17071,short,1.2625,1.2663,1.2662,1.2588,255975.53291232226,-998.3045783580634,False,SL,0.0037000000000000366,24.561657166214538,0.0007327762398761352,16817,H,2025-02-25 12:25:00+00:00,2025-02-24 15:25:00+00:00,H,21.400000000000308,26.333333333334135,20.466666666667518,25.703056109091523
17118,17397,short,1.26551,1.269,1.2689,1.26212,276438.4737439587,-992.4141207408097,False,SL,0.0035200000000001896,24.84298036974342,0.0006974598085098782,17116,H,2025-02-26 15:35:00+00:00,2025-02-25 16:20:00+00:00,H,10.000000000001119,19.733333333333828,17.800000000000406,24.869915453218965
17412,17544,short,1.26934,1.26572,1.2729599999999999,1.26572,256133.2278410564,901.5889620005073,True,TP,0.0022300000000001763,28.252531974133067,0.0007494196403903726,17410,H,2025-02-27 03:50:00+00:00,2025-02-26 16:50:00+00:00,H,12.600000000000389,29.266666666667444,18.933333333333394,28.400749719154845
17642,17663,short,1.26745,1.26387,1.2710299999999999,1.26387,261513.4565376089,910.0668287508571,True,TP,0.0014000000000000679,12.642258297159357,0.0005949615436454116,17640,H,2025-02-27 13:45:00+00:00,2025-02-27 12:00:00+00:00,H,12.300000000000644,19.100000000000044,16.233333333333835,13.919480150126724
17681,17845,short,1.26246,1.25809,1.26683,1.25809,216320.1013025469,923.6868325618719,True,TP,0.0013400000000001189,23.396673024151532,0.0009266195484146108,17679,H,2025-02-28 04:55:00+00:00,2025-02-27 15:15:00+00:00,H,18.299999999999983,21.099999999999824,20.5833333333331,23.820579687654448
17875,17971,short,1.25811,1.26161,1.26151,1.2547100000000002,280751.67971111415,-1010.7060469599651,False,SL,0.00370999999999988,15.962710856738207,0.00046617128942260815,17873,H,2025-02-28 15:25:00+00:00,2025-02-28 07:25:00+00:00,H,13.099999999999223,11.433333333332001,8.649999999998938,17.81296382070757
17982,18186,short,1.25916,1.263,1.2629,1.2554200000000002,252526.37715192043,-994.953925978527,False,SL,0.0038399999999998435,22.506987698806263,0.0008545802266670212,17980,H,2025-03-03 09:55:00+00:00,2025-02-28 16:20:00+00:00,H,17.000000000000348,28.999999999999762,23.333333333332984,20.149616834596923
18230,18282,short,1.26813,1.2718999999999998,1.2717999999999998,1.2644600000000001,254631.91043280688,-985.4254933749191,False,SL,0.003670000000000062,44.23449307619068,0.0007317507911890176,18228,H,2025-03-03 17:55:00+00:00,2025-03-03 13:35:00+00:00,H,15.999999999998238,19.033333333332198,16.23333333333273,47.808023530194
18357,18471,short,1.26991,1.27351,1.27341,1.2664100000000003,264184.24467275845,-977.4817052891601,False,SL,0.003589999999999982,13.437065301091252,0.0005552787542674758,18355,H,2025-03-04 09:40:00+00:00,2025-03-04 00:10:00+00:00,H,8.099999999999774,11.299999999999272,10.71666666666619,14.36831637182318
18520,18573,short,1.27252,1.2764699999999998,1.2763699999999998,1.2686700000000004,237628.58163682962,-962.3957556290829,False,SL,0.0043599999999999195,21.827878521884728,0.0008232376247793427,18518,H,2025-03-04 18:10:00+00:00,2025-03-04 13:45:00+00:00,H,4.300000000001525,11.366666666667117,12.183333333332845,20.633761047117993
18651,18738,short,1.2788,1.2822699999999998,1.2821699999999998,1.27543,268619.01535473677,-958.9698848163732,False,SL,0.003390000000000004,11.191086713898097,0.0005780801955050403,18649,H,2025-03-05 07:55:00+00:00,2025-03-05 00:40:00+00:00,H,6.699999999999484,8.633333333332901,10.016666666667154,12.251700000931166
18759,18859,short,1.28366,1.2882999999999998,1.2881999999999998,1.2791200000000003,197281.14160733728,-935.1126112187305,False,SL,0.00490999999999997,39.295802426162595,0.000922749194672487,18757,H,2025-03-05 18:00:00+00:00,2025-03-05 09:40:00+00:00,H,16.399999999998638,18.26666666666569,26.183333333332413,41.810508071363046
18933,19321,short,1.28909,1.2926,1.2925,1.2856800000000002,259913.5650396189,-938.2879697929989,False,SL,0.0036599999999999966,20.141242902990182,0.00047522813320279814,18931,H,2025-03-07 08:30:00+00:00,2025-03-06 00:10:00+00:00,H,7.300000000001194,12.300000000000644,14.733333333333633,22.52563374021246
19369,19669,short,1.29071,1.29473,1.29463,1.28679,223704.68803244003,-921.6633146936333,False,SL,0.003949999999999898,23.156788246174877,0.0006746014371695187,19367,H,2025-03-10 13:15:00+00:00,2025-03-07 12:30:00+00:00,H,3.300000000001635,7.5666666666681275,10.83333333333436,23.528853018933486
19698,19948,short,1.29007,1.2948899999999999,1.2947899999999999,1.2853500000000002,183835.96269920375,-904.4729364800502,False,SL,0.005099999999999882,15.590146281448199,0.0007908141653553907,19696,H,2025-03-11 12:30:00+00:00,2025-03-10 15:40:00+00:00,H,12.900000000000134,14.033333333334232,17.60000000000021,15.556605877448096
19955,20236,short,1.29332,1.2980999999999998,1.2979999999999998,1.2886400000000002,183474.57576398473,-895.355929728206,False,SL,0.005589999999999984,25.96209915131965,0.0007644234818592219,19953,H,2025-03-12 12:30:00+00:00,2025-03-11 13:05:00+00:00,H,29.999999999998916,24.966666666665915,20.91666666666566,28.015957817923795
20242,21128,short,1.29477,1.29907,1.29897,1.29057,202311.29887574588,-890.1697150532759,False,SL,0.0044200000000000905,22.48882665607178,0.001115545063877911,20240,H,2025-03-17 15:20:00+00:00,2025-03-12 13:00:00+00:00,H,21.700000000000053,39.633333333333184,28.36666666666635,22.086862919520634
21137,21383,short,1.29837,1.2950400000000002,1.3016999999999999,1.2950400000000002,252494.22165995144,815.556335961601,True,TP,0.0022299999999999542,20.484958777987856,0.0005921143930266014,21135,H,2025-03-18 12:35:00+00:00,2025-03-17 16:05:00+00:00,H,8.799999999999919,11.166666666667288,12.600000000000762,21.52710927777468
21391,21439,short,1.297,1.3008199999999999,1.3007199999999999,1.29328,228215.40900194214,-894.6044032875983,False,SL,0.003730000000000011,48.22839357906123,0.0007294659086876032,21389,H,2025-03-18 17:15:00+00:00,2025-03-18 13:15:00+00:00,H,27.200000000000557,31.06666666666665,20.766666666666527,50.587825233743544
21450,21611,short,1.30025,1.2967199999999999,1.30378,1.2967199999999999,237964.6678340874,816.2188106709276,True,TP,0.0007200000000000539,23.628199159789556,0.0006420930391227822,21448,H,2025-03-19 07:35:00+00:00,2025-03-18 18:10:00+00:00,H,12.799999999999478,12.19999999999925,11.266666666666092,26.18932645813618
21611,21743,short,1.29623,1.30103,1.30093,1.29153,180463.29054490614,-884.2701236700248,False,SL,0.0047200000000000575,34.1230875188327,0.0005389305445315584,21609,H,2025-03-19 18:40:00+00:00,2025-03-19 07:35:00+00:00,H,11.300000000000754,11.833333333333881,8.350000000000302,34.55513673054793
21768,21771,short,1.30028,1.2970500000000003,1.30351,1.2970500000000003,259855.96418711636,813.3491679056336,True,TP,0.0015199999999999658,24.506352333225692,0.000662631363628454,21766,H,2025-03-19 21:00:00+00:00,2025-03-19 20:45:00+00:00,H,25.100000000000122,30.433333333333607,26.71666666666739,25.07735348817952
21777,21899,short,1.29987,1.2961500000000004,1.3035899999999998,1.2961500000000004,227814.0473127593,824.6868512721256,True,TP,0.0015399999999998748,28.04339694856502,0.0012121001379040263,21775,H,2025-03-20 07:40:00+00:00,2025-03-19 21:30:00+00:00,H,47.59999999999876,53.6999999999995,42.06666666666655,27.83419577957384
21916,22156,short,1.29705,1.2934600000000003,1.3006399999999998,1.2934600000000003,238360.75891815603,831.8790486243073,True,TP,0.0008699999999999264,32.67984744030225,0.0006551582848174255,21914,H,2025-03-21 05:05:00+00:00,2025-03-20 09:05:00+00:00,H,10.399999999999299,13.133333333333516,15.183333333333623,33.43778467319842
22277,22286,short,1.29319,1.2896000000000003,1.2967799999999998,1.2896000000000003,240677.9707527643,839.9661179270896,True,TP,0.00041000000000002146,13.951965029702388,0.0006707805520950953,22275,H,2025-03-21 15:55:00+00:00,2025-03-21 15:10:00+00:00,H,12.799999999999478,13.333333333332604,17.68333333333298,15.028763497609486
22311,22490,short,1.2921,1.29605,1.29595,1.2882500000000001,226606.1236835474,-917.7548009183438,False,SL,0.0038599999999999746,18.066232739243546,0.0006696016334749523,22309,H,2025-03-24 09:35:00+00:00,2025-03-21 18:00:00+00:00,H,43.50000000000076,33.833333333334416,23.033333333333605,20.160321041901167
22520,22543,short,1.2948,1.29125,1.29835,1.29125,243170.71216125847,838.9389569563276,True,TP,0.000180000000000069,25.07116600021272,0.0006657058908688438,22518,H,2025-03-24 14:00:00+00:00,2025-03-24 12:05:00+00:00,H,7.500000000000284,15.833333333332698,14.18333333333299,23.607752937855288
22561,22803,short,1.29103,1.29578,1.29568,1.2863799999999999,187450.62747139973,-909.1355432362947,False,SL,0.004750000000000032,33.246065570569954,0.000853647977343095,22559,H,2025-03-25 11:40:00+00:00,2025-03-24 15:30:00+00:00,H,11.799999999999589,28.233333333332514,25.566666666666148,31.84385998266303
22810,23035,short,1.29496,1.2916200000000004,1.2982999999999998,1.2916200000000004,258249.7192544124,836.7290903842127,True,TP,0.0017399999999998528,37.19121726092289,0.0006110560898189884,22808,H,2025-03-26 07:00:00+00:00,2025-03-25 12:15:00+00:00,H,14.499999999999513,16.599999999999948,15.366666666666307,42.46088201820122
23042,23389,short,1.29061,1.29582,1.29572,1.2855,170434.70708679155,-905.0082946308523,False,SL,0.005879999999999885,27.921371935610125,0.0007662526060400959,23040,H,2025-03-27 12:30:00+00:00,2025-03-26 07:35:00+00:00,H,11.200000000000099,17.06666666666671,12.700000000000676,23.26311275587159
23394,23427,short,1.29447,1.2987,1.2986,1.29034,208685.53759496228,-903.6083777861775,False,SL,0.004629999999999912,37.09726091004567,0.0008053057354139809,23392,H,2025-03-27 15:40:00+00:00,2025-03-27 12:55:00+00:00,H,20.000000000000018,19.23333333333277,18.71666666666642,36.98665533793388
23534,23979,short,1.29429,1.29088,1.2976999999999999,1.29088,250098.29515816635,827.825356973509,True,TP,0.0029799999999999827,15.534565541667947,0.0003839493575236243,23532,H,2025-03-31 14:20:00+00:00,2025-03-28 00:35:00+00:00,H,3.9999999999995595,6.333333333332636,8.833333333333101,14.995490445633072
23991,24262,short,1.29151,1.28798,1.29504,1.28798,243941.48443599226,836.7192916154615,True,TP,0.0025900000000000922,29.67702481516989,0.0009685554055546547,23989,H,2025-04-01 13:55:00+00:00,2025-03-31 15:20:00+00:00,H,18.599999999999728,19.69999999999879,20.94999999999958,32.53796542785252
24286,24560,short,1.29211,1.29592,1.29582,1.2884000000000002,234361.35659710065,-916.3529042946328,False,SL,0.0043799999999998285,22.329416024050946,0.000758722224256938,24284,H,2025-04-02 14:45:00+00:00,2025-04-01 15:55:00+00:00,H,11.200000000000099,12.733333333332375,16.11666666666604,23.82447590177562
24632,24669,short,1.29961,1.3051199999999998,1.3050199999999998,1.2942,159023.4942573535,-892.1218027837378,False,SL,0.005570000000000075,25.674880903668484,0.0019300017209826256,24630,H,2025-04-02 23:50:00+00:00,2025-04-02 20:45:00+00:00,H,71.20000000000016,69.23333333333393,46.31666666666738,27.729388454896785
24703,24739,short,1.30623,1.3095999999999999,1.3094999999999999,1.3029600000000001,260365.71434387213,-903.4690287732033,False,SL,0.003470000000000084,28.343665622566224,0.0007907232119052134,24701,H,2025-04-03 05:40:00+00:00,2025-04-03 02:40:00+00:00,H,16.499999999999293,22.73333333333275,23.166666666666334,28.37255068091314
24788,24793,short,1.31723,1.32069,1.32059,1.3138699999999999,250702.7367906822,-892.5017429748333,False,SL,0.003430000000000044,45.46380986094678,0.0009012081450807668,24786,H,2025-04-03 10:10:00+00:00,2025-04-03 09:45:00+00:00,H,11.900000000000244,19.166666666667144,17.95000000000065,47.649283418268574
24959,25046,short,1.30872,1.3049200000000003,1.31252,1.3049200000000003,219325.310049209,811.5036471820302,True,TP,0.0025999999999999357,20.297105929294393,0.0006565544506770063,24957,H,2025-04-04 07:15:00+00:00,2025-04-04 00:00:00+00:00,H,9.300000000000974,13.8333333333344,12.583333333333243,19.304280888148046
25047,25054,short,1.3054,1.3013,1.3094999999999999,1.3013,205256.39381921294,821.0255752768502,True,TP,0.00017000000000000348,35.71730869819216,0.000815898899897578,25045,H,2025-04-04 07:55:00+00:00,2025-04-04 07:20:00+00:00,H,14.000000000000679,24.86666666666674,21.866666666667072,32.85304477862277
25103,25125,short,1.3018,1.2979000000000003,1.3056999999999999,1.2979000000000003,217887.5565157911,827.972714759961,True,TP,0.0029799999999999827,18.83467898015723,0.001343940367166401,25101,H,2025-04-04 13:50:00+00:00,2025-04-04 12:00:00+00:00,H,38.599999999999746,38.866666666666674,38.84999999999916,20.19339107863255
25125,25144,short,1.29798,1.29152,1.3044399999999998,1.29152,132823.71479243835,844.758826079896,True,TP,0.0009799999999999809,11.195697455582602,0.0015618726860777959,25123,H,2025-04-04 15:25:00+00:00,2025-04-04 13:50:00+00:00,H,19.399999999998307,23.09999999999886,26.233333333332737,9.636086666024509
25148,25155,short,1.29312,1.2893900000000003,1.2968499999999998,1.2893900000000003,232302.62354423263,843.2585234655154,True,TP,4.0000000000040004e-05,39.305743586762695,0.0016719979645474449,25146,H,2025-04-04 16:20:00+00:00,2025-04-04 15:45:00+00:00,H,31.49999999999986,36.83333333333409,52.45000000000019,37.719676436200444
25160,25212,short,1.28926,1.2836100000000004,1.2949099999999998,1.2836100000000004,154853.34000967056,859.4360370536268,True,TP,0.0020999999999999908,46.69188614681281,0.0013924680051394646,25158,H,2025-04-06 21:15:00+00:00,2025-04-04 16:45:00+00:00,H,28.099999999999792,31.699999999999694,34.266666666666886,47.054938102467794
25233,25236,short,1.28871,1.29294,1.29284,1.28458,213926.32722158285,-926.3009968694444,False,SL,0.004489999999999883,25.532320144480508,0.0012089184798573542,25231,H,2025-04-06 23:50:00+00:00,2025-04-06 23:35:00+00:00,H,29.400000000001647,33.6666666666674,53.099999999999994,24.997925119900817
25246,25269,short,1.28987,1.2855300000000003,1.2942099999999999,1.2855300000000003,201440.7192296033,854.1086495334755,True,TP,0.0016899999999999693,31.801306902591957,0.001395980507788615,25244,H,2025-04-07 02:35:00+00:00,2025-04-07 00:40:00+00:00,H,28.200000000000447,41.13333333333339,34.116666666667385,31.945893140216157
25281,25301,short,1.2877,1.2911,1.291,1.2844000000000002,267513.2751369116,-936.2964629791499,False,SL,0.004070000000000018,25.400150904857796,0.0008744886864623595,25279,H,2025-04-07 05:15:00+00:00,2025-04-07 03:35:00+00:00,H,31.09999999999946,29.46666666666653,24.70000000000009,29.108563016945222
25347,25370,short,1.28708,1.2820900000000002,1.2920699999999998,1.2820900000000002,175036.24114669522,855.9272192073096,True,TP,8.000000000008001e-05,19.93750340841156,0.001304231719013873,25345,H,2025-04-07 11:00:00+00:00,2025-04-07 09:05:00+00:00,H,26.800000000000157,32.10000000000083,35.61666666666722,18.855731337191717
25418,25431,short,1.27674,1.27143,1.28205,1.27143,166099.83343014395,865.3801321710376,True,TP,0.0005699999999999594,21.13862421558791,0.0018640278834675488,25416,H,2025-04-07 16:05:00+00:00,2025-04-07 15:00:00+00:00,H,13.099999999999223,35.13333333333331,27.049999999999944,20.238895955434295
25435,25447,short,1.27237,1.27616,1.27606,1.26868,241366.9151316448,-938.9172998620886,False,SL,0.003730000000000011,30.737857323638412,0.0013276845278976856,25433,H,2025-04-07 17:25:00+00:00,2025-04-07 16:25:00+00:00,H,17.599999999999838,24.06666666666668,32.88333333333338,31.144105876286694
25541,25599,short,1.27603,1.2793599999999998,1.2792599999999998,1.2728000000000002,272834.286017704,-935.8216010406792,False,SL,0.003270000000000106,30.893024504134324,0.0007559705950879819,25539,H,2025-04-08 06:05:00+00:00,2025-04-08 01:15:00+00:00,H,11.799999999999589,17.333333333332902,11.950000000000202,33.12742250930478
25618,25748,short,1.27565,1.2814599999999998,1.2813599999999998,1.26994,152696.41468069225,-902.4358107628715,False,SL,0.005750000000000144,19.212814368932936,0.0009236771102414667,25616,H,2025-04-08 18:30:00+00:00,2025-04-08 07:40:00+00:00,H,17.799999999998928,20.999999999999165,19.466666666666892,18.836309352501573
25841,25909,short,1.28309,1.2791600000000003,1.2870199999999998,1.2791600000000003,219560.34852904765,840.9161348662013,True,TP,0.003309999999999924,29.995598061703415,0.0009325950121527339,25839,H,2025-04-09 07:55:00+00:00,2025-04-09 02:15:00+00:00,H,16.199999999999548,22.399999999999455,27.333333333332547,30.77552412659494
25961,26027,short,1.27791,1.2819399999999999,1.2818399999999999,1.2739800000000003,221700.0842411755,-915.6213479160007,False,SL,0.0042799999999998395,19.473050417614452,0.0014488881096262134,25959,H,2025-04-09 17:45:00+00:00,2025-04-09 12:15:00+00:00,H,18.400000000000638,29.33333333333306,30.64999999999984,18.952842736549965
26054,26140,short,1.2798,1.2852999999999999,1.2852,1.2744000000000002,159652.79955345037,-894.0556774992963,False,SL,0.005399999999999849,12.921185408827647,0.0015377309675285238,26052,H,2025-04-10 03:10:00+00:00,2025-04-09 20:00:00+00:00,H,21.999999999999797,25.733333333332425,32.6166666666657,13.929967067767265
26147,26196,short,1.28463,1.28823,1.28813,1.2811299999999999,243767.0173753145,-901.9379642886752,False,SL,0.0035000000000000586,21.256744452395797,0.00067899760939805,26145,H,2025-04-10 07:50:00+00:00,2025-04-10 03:45:00+00:00,H,25.800000000000267,21.39999999999957,17.133333333333074,20.88244273501627
26411,26480,short,1.30055,1.3059999999999998,1.3058999999999998,1.2952000000000004,157787.8843309848,-875.7227580369234,False,SL,0.006289999999999907,32.55432410519938,0.0013771432695924603,26409,H,2025-04-11 07:30:00+00:00,2025-04-11 01:45:00+00:00,H,35.69999999999851,54.799999999999294,33.78333333333298,34.05122731417711
26542,26570,short,1.31001,1.3050199999999998,1.315,1.3050199999999998,167416.42356520053,818.666311233839,True,TP,0.003410000000000135,14.49448363036735,0.0014923536875919535,26540,H,2025-04-11 15:00:00+00:00,2025-04-11 12:40:00+00:00,H,41.20000000000124,34.10000000000135,37.75000000000121,13.606529021943311
26572,26670,short,1.30419,1.30968,1.30958,1.2988,156511.06061274518,-874.8968288252447,False,SL,0.005710000000000104,21.32243004891178,0.0015258472748836496,26570,H,2025-04-14 00:05:00+00:00,2025-04-11 15:10:00+00:00,H,7.4000000000018495,28.46666666666812,45.50000000000091,19.747792946902063
26677,26742,short,1.30889,1.3131599999999999,1.31306,1.3047200000000003,200202.7933847693,-874.8862070913966,False,SL,0.004849999999999799,15.641289741952475,0.0008013347096281717,26675,H,2025-04-14 06:05:00+00:00,2025-04-14 00:40:00+00:00,H,13.600000000000279,22.86666666666696,19.46666666666652,16.496547365633365
26960,27010,short,1.31732,1.3207099999999998,1.3206099999999998,1.3140300000000003,251093.2481287486,-876.3154359692779,False,SL,0.003929999999999989,25.310626108125653,0.0005528320969603991,26958,H,2025-04-15 04:25:00+00:00,2025-04-15 00:15:00+00:00,H,9.099999999999664,10.499999999999954,15.466666666666962,25.98843833115576
27041,27053,short,1.3191,1.3230799999999998,1.3229799999999998,1.31522,210652.99793398523,-859.4642315706328,False,SL,0.004669999999999952,33.607645946840634,0.0007988874586671928,27039,H,2025-04-15 08:00:00+00:00,2025-04-15 07:00:00+00:00,H,16.799999999999038,21.599999999999397,18.933333333333394,32.185768303166725
27254,27316,short,1.3247,1.32839,1.32829,1.32111,225275.48458722446,-853.7940865855742,False,SL,0.0040999999999999925,21.5533438556251,0.0005654149112517601,27252,H,2025-04-16 05:55:00+00:00,2025-04-16 00:45:00+00:00,H,9.900000000000464,15.566666666666507,12.183333333333211,21.248918507809737
27359,27429,short,1.32732,1.3232400000000002,1.3314,1.3232400000000002,196127.7080397802,780.588277998298,True,TP,0.0005100000000000104,20.906578148089416,0.0008864783543805247,27357,H,2025-04-16 15:20:00+00:00,2025-04-16 09:30:00+00:00,H,18.800000000001038,22.40000000000094,19.26666666666669,23.70254251592505
27437,27455,short,1.32454,1.3213000000000001,1.32778,1.3213000000000001,249384.8554266301,783.068446039596,True,TP,0.00017999999999984695,18.296075068542798,0.0008516517860385809,27435,H,2025-04-16 17:30:00+00:00,2025-04-16 16:00:00+00:00,H,22.800000000000598,26.26666666666703,22.31666666666706,20.03836770008774
27466,27693,short,1.3221,1.3258299999999998,1.3257299999999999,1.3184700000000003,224748.6545572176,-860.787346954096,False,SL,0.003809999999999869,42.86650904562149,0.0008657243282849206,27464,H,2025-04-17 13:20:00+00:00,2025-04-16 18:25:00+00:00,H,16.300000000000203,23.333333333333723,19.51666666666685,42.8392317502565
27721,27770,short,1.32525,1.3291,1.329,1.3215000000000001,215261.26468616835,-850.2819955103454,False,SL,0.004469999999999974,17.732171317271696,0.0009079641735644221,27719,H,2025-04-20 22:05:00+00:00,2025-04-17 15:40:00+00:00,H,33.00000000000081,28.400000000000276,21.933333333333803,20.242049604541055
27808,27837,short,1.335,1.3384999999999998,1.3383999999999998,1.3316000000000001,234919.68312295483,-845.710859242599,False,SL,0.003649999999999931,63.63264532700857,0.000652320657672737,27806,H,2025-04-21 03:40:00+00:00,2025-04-21 01:15:00+00:00,H,11.099999999999444,24.733333333333274,13.616666666666683,62.41099273922673
27910,28230,short,1.34029,1.33565,1.34493,1.33565,170316.77026413544,773.2381369991712,True,TP,0.0019899999999999363,32.82025166956958,0.000733496743149414,27908,H,2025-04-22 12:25:00+00:00,2025-04-21 09:45:00+00:00,H,9.300000000000974,11.2666666666672,14.100000000000223,36.83799604206341
28238,28305,short,1.33686,1.33327,1.34045,1.33327,222284.73409347644,775.7737219862288,True,TP,0.0021900000000001363,15.9996268377718,0.0007580569216971871,28236,H,2025-04-22 18:40:00+00:00,2025-04-22 13:05:00+00:00,H,18.500000000001293,25.966666666668022,20.166666666667034,17.12669598906496
28312,28342,short,1.33353,1.3300900000000002,1.33697,1.3300900000000002,234232.53855100728,782.336678760338,True,TP,0.0005699999999999594,33.947363733631825,0.0005915540582186381,28310,H,2025-04-22 21:45:00+00:00,2025-04-22 19:15:00+00:00,H,9.700000000001374,14.23333333333332,14.29999999999931,34.37832767445429
28374,28450,short,1.32852,1.3320999999999998,1.3319999999999999,1.32504,233788.30442616643,-860.340960288273,False,SL,0.0040400000000000436,21.83163109250647,0.000947654537321578,28372,H,2025-04-23 06:45:00+00:00,2025-04-23 00:25:00+00:00,H,22.999999999999687,55.96666666666619,61.59999999999943,24.344524200759018
28516,28560,short,1.32976,1.32587,1.33365,1.32587,206935.70431880976,784.2863193682784,True,TP,0.0022400000000000198,28.133666084303012,0.0007837688140335322,28514,H,2025-04-23 15:55:00+00:00,2025-04-23 12:15:00+00:00,H,10.500000000002174,14.233333333334059,16.11666666666789,26.933582920784115
28566,28753,short,1.32609,1.3298999999999999,1.3297999999999999,1.32238,219089.6908339268,-856.6406911606251,False,SL,0.00391000000000008,24.517774556661838,0.0009707290021085855,28564,H,2025-04-24 08:00:00+00:00,2025-04-23 16:25:00+00:00,H,19.000000000000128,25.43333333333416,28.90000000000096,24.77446991901509
28812,28892,short,1.33014,1.33425,1.33415,1.3261300000000003,200562.67982101408,-844.3688820464364,False,SL,0.0041199999999999015,19.749668601738957,0.0007853170358618163,28810,H,2025-04-24 19:35:00+00:00,2025-04-24 12:55:00+00:00,H,14.499999999999513,16.566666666666396,18.249999999999655,20.65253030625917
28957,29343,short,1.33053,1.3346699999999998,1.3345699999999998,1.3264900000000002,196983.3310053977,-835.2093234628489,False,SL,0.0040599999999999525,59.33282525438338,0.0005540349793474152,28955,H,2025-04-28 09:10:00+00:00,2025-04-25 01:00:00+00:00,H,9.699999999999154,20.000000000000018,21.34999999999998,58.477921225003165
29393,29406,short,1.33445,1.33825,1.33815,1.3307499999999999,212827.17946679328,-830.0259999204992,False,SL,0.004450000000000065,14.146596536304886,0.0006996841793410628,29391,H,2025-04-28 14:25:00+00:00,2025-04-28 13:20:00+00:00,H,15.500000000001624,18.40000000000138,15.550000000000841,15.659206577605746
